Date,Market_Return,Market_Volatility,Avg_Correlation,State,State_Name,Regime
2024-05-23,-0.018468512643414224,0.025113404877167032,0.25488444754184036,2,State_2,Calm
2024-05-24,-0.0006017764668651721,0.024684946653417496,0.24736623722668782,2,State_2,Calm
2024-05-28,-0.016981258944264378,0.024820800992548832,0.24847705773820894,2,State_2,Calm
2024-05-29,-0.015434957591538815,0.024993781414629435,0.256209411683169,2,State_2,Calm
2024-05-30,0.005268119941170181,0.025095576270584705,0.25211313731008334,2,State_2,Calm
2024-05-31,0.007482474849978315,0.025558507940264895,0.24812320324878684,2,State_2,Calm
2024-06-03,0.0122589696671662,0.025714796193193366,0.2478400555673439,2,State_2,Calm
2024-06-04,-0.0018103999227486534,0.02564340335977244,0.24731460117326812,2,State_2,Calm
2024-06-05,0.01787392026770846,0.025572480157130432,0.25418471521623587,2,State_2,Calm
2024-06-06,-0.0017239486080381876,0.025616243171310657,0.25556168555746567,2,State_2,Calm
2024-06-07,-0.007349184169824705,0.02545440343104503,0.2551474283916718,2,State_2,Calm
2024-06-10,-0.0025199729993401923,0.025330496755275034,0.24690484094261905,2,State_2,Calm
2024-06-11,0.0001552836425369105,0.025290080421637797,0.24575676052112838,2,State_2,Calm
2024-06-12,0.0009716224715395946,0.025358829667535727,0.2427298282440832,2,State_2,Calm
2024-06-13,-0.005924952349670267,0.02477043969098978,0.23770945546978267,2,State_2,Calm
2024-06-14,-0.009923527890035881,0.024613880307779747,0.23643558505463574,2,State_2,Calm
2024-06-17,-0.01023797402283191,0.024241529097926835,0.23776848256777383,2,State_2,Calm
2024-06-18,-0.008400975999996174,0.024223561610434968,0.23688252718119904,2,State_2,Calm
2024-06-20,0.005863266438905505,0.024250916612359542,0.2359668953754836,2,State_2,Calm
2024-06-21,0.015148236528154566,0.02526873215782385,0.23490202906206956,2,State_2,Calm
2024-06-24,0.007437454969014749,0.025132682227280347,0.22677310328984066,2,State_2,Calm
2024-06-25,-0.007369360993520111,0.02269264572975074,0.2276566893512802,2,State_2,Calm
2024-06-26,-0.005557347433204683,0.021528010357919902,0.22350069963139488,2,State_2,Calm
2024-06-27,0.0041606012425561695,0.021657912941531878,0.2092288884728157,2,State_2,Calm
2024-06-28,-0.003216123777514044,0.02147354186581097,0.20849224881146458,2,State_2,Calm
2024-07-01,-0.0048602327472873335,0.021376076727830845,0.20365003274066995,2,State_2,Calm
2024-07-02,-0.0017925011659401574,0.021418669319757618,0.1994893328021428,2,State_2,Calm
2024-07-03,-0.007083873561981944,0.02132315888999048,0.20107274482630416,2,State_2,Calm
2024-07-05,0.00742113632976993,0.021367513537347164,0.20057690425027438,2,State_2,Calm
2024-07-08,0.0022540258598734075,0.02080612402281118,0.19223548507397684,2,State_2,Calm
2024-07-09,0.005839481386144092,0.02063220842024448,0.19304558058937027,2,State_2,Calm
2024-07-10,0.01092707318274691,0.020716168007535642,0.18040331823470399,2,State_2,Calm
2024-07-11,0.02220866061613438,0.020775106589656003,0.18675490014095308,2,State_2,Calm
2024-07-12,0.008456199761677373,0.020703458572723082,0.18658137986828,2,State_2,Calm
2024-07-15,0.0030570629036209963,0.020620095593438432,0.18613847913836698,2,State_2,Calm
2024-07-16,0.023552187798422993,0.02115575434007419,0.19599324602155174,2,State_2,Calm
2024-07-17,-0.00480131785934982,0.021057061376941678,0.19243823532645446,2,State_2,Calm
2024-07-18,-0.026757995103589647,0.021831162625922686,0.2132157993303962,2,State_2,Calm
2024-07-19,-0.0020893251927915743,0.021279640894893308,0.20902766720219979,2,State_2,Calm
2024-07-22,0.014058717862835132,0.021415420035170156,0.21128236132982559,2,State_2,Calm
2024-07-23,0.003591467362496642,0.021336437600412466,0.21168450927063392,2,State_2,Calm
2024-07-24,-0.0020211338518538904,0.021382308891760626,0.21100231649165366,2,State_2,Calm
2024-07-25,0.005083148503713846,0.021701012963957645,0.203470771712691,2,State_2,Calm
2024-07-26,-0.005915194234923739,0.023187468410148064,0.19365120231656394,2,State_2,Calm
2024-07-29,-0.0012109955582736613,0.022979870092904937,0.19015500275655609,2,State_2,Calm
2024-07-30,-0.002420890821892928,0.023695933097664528,0.18904710474625255,2,State_2,Calm
2024-07-31,-0.0029859135707911294,0.023681823724773933,0.19058536334114182,2,State_2,Calm
2024-08-01,0.0034950740781315302,0.024951438805608073,0.18528249357678686,2,State_2,Calm
2024-08-02,-0.01581686955002391,0.02576365947778207,0.18631736333606064,2,State_2,Calm
2024-08-05,-0.026055711905842324,0.025291945842698553,0.21214613379581637,2,State_2,Calm
2024-08-06,0.006051783596182367,0.025158703033968204,0.215145298777372,2,State_2,Calm
2024-08-07,-0.023612552386297475,0.02601473080438714,0.22215858157973437,2,State_2,Calm
2024-08-08,0.02770702410480807,0.02682358879920172,0.2391317826413762,2,State_2,Calm
2024-08-09,-0.006858579476373004,0.026981946390424956,0.23738588521278264,2,State_2,Calm
2024-08-12,0.0029536227083184568,0.02726049979064283,0.23274753272524887,2,State_2,Calm
2024-08-13,0.01455567365506655,0.027468832112121564,0.2378011637661378,2,State_2,Calm
2024-08-14,-0.005723512625076628,0.027456114597927763,0.23740854790712618,2,State_2,Calm
2024-08-15,0.018642839275361197,0.027729696154184122,0.243336259230012,2,State_2,Calm
2024-08-16,-0.0012373847035406105,0.027798179740755512,0.2436695320125146,2,State_2,Calm
2024-08-19,0.019814474040077617,0.028075024651618825,0.253614819182922,2,State_2,Calm
2024-08-20,-0.007207486224971038,0.02805721409577328,0.2450034699652336,2,State_2,Calm
2024-08-21,0.008539410658818514,0.027978727109878757,0.24633592648492372,2,State_2,Calm
2024-08-22,-0.013676269590404475,0.027802962554493663,0.24172360277828947,2,State_2,Calm
2024-08-23,0.011981369141065432,0.027721789223883277,0.23767966310241295,2,State_2,Calm
2024-08-26,-0.0014617682328819566,0.02752731886056562,0.2391254962760447,2,State_2,Calm
2024-08-27,-0.0029930639752842993,0.026730507860887914,0.24258209664089844,2,State_2,Calm
2024-08-28,-0.0025509853800312413,0.02642995384982708,0.24290653935492207,2,State_2,Calm
2024-08-29,0.006476960265459942,0.02600216580174412,0.24152552174505101,2,State_2,Calm
2024-08-30,0.004331953767410783,0.025953428451971138,0.24013235372667602,2,State_2,Calm
2024-09-03,-0.011551111799095034,0.026065911087510454,0.24360889488939827,2,State_2,Calm
2024-09-04,-0.007717319918702166,0.026057961766565833,0.24371856257713012,2,State_2,Calm
2024-09-05,-0.0067200047845759545,0.026151264462458104,0.24524077830870503,2,State_2,Calm
2024-09-06,-0.008006688885512411,0.025831520414346477,0.24731981144919396,2,State_2,Calm
2024-09-09,0.009228353617097765,0.024610068314341357,0.24696841983631992,2,State_2,Calm
2024-09-10,0.0041442079308397035,0.024616059920818174,0.24874676232121054,2,State_2,Calm
2024-09-11,0.002010897282107636,0.02352440024202516,0.24738532002475955,2,State_2,Calm
2024-09-12,0.003922634361149993,0.023532687915857047,0.24373643942066234,2,State_2,Calm
2024-09-13,0.018637150798299452,0.023057607899447462,0.24142757660366113,2,State_2,Calm
2024-09-16,0.0028330131757407276,0.02225034228659768,0.24221237817621552,2,State_2,Calm
