Ticker1,Ticker2,GNNSimilarity,EmbeddingDistance,WasTrained,ActualPnL,ActualWinRate,ActualTrades
DXCM,TMDX,6.500126838684082,3.9033336639404297,False,,,
ILMN,VRTX,6.292960166931152,3.2519662380218506,False,,,
AMGN,RGEN,6.290124893188477,0.665525496006012,False,,,
SDGR,XRAY,6.28532075881958,0.6680079698562622,False,,,
AMGN,CRSP,6.277678489685059,0.9954193234443665,False,,,
AMGN,SDGR,6.226824760437012,1.359361171722412,False,,,
DXCM,VRTX,6.195359230041504,3.316312551498413,False,,,
RARE,SDGR,6.151731491088867,0.6992165446281433,False,,,
BNTX,EXAS,6.061550140380859,1.7842512130737305,False,,,
DRIO,SRPT,5.988442897796631,1.8805902004241943,False,,,
CRSP,XRAY,5.907271385192871,0.6686081290245056,False,,,
CRSP,RARE,5.857542991638184,0.5674370527267456,True,12.355035194526184,95.65217391304348,23.0
DRIO,EXAS,5.7765703201293945,1.2496600151062012,False,,,
AZN,RARE,5.636035919189453,1.2517335414886475,False,,,
ENTA,GILD,5.610280513763428,5.358829021453857,False,,,
ILMN,LLY,5.561205863952637,3.3319666385650635,False,,,
RGEN,XRAY,5.551347255706787,0.7973975539207458,True,13.177340428679564,100.0,19.0
RARE,RGEN,5.545604705810547,0.6502453088760376,False,,,
AZN,XRAY,5.525961875915527,1.4182718992233276,False,,,
BNTX,MRNA,5.49906063079834,1.9189509153366089,False,,,
SDGR,SRPT,5.493514537811279,1.7159837484359741,False,,,
LLY,SRPT,5.438328742980957,3.8495898246765137,False,,,
DXCM,LLY,5.420490264892578,3.407473087310791,False,,,
BIIB,GILD,5.4011077880859375,5.411900043487549,False,,,
EXAS,SDGR,5.283817291259766,0.9824864268302917,True,13.772258585359452,95.23809523809524,21.0
BNTX,SRPT,5.193264961242676,2.7053346633911133,False,,,
DRIO,MRNA,5.1849045753479,1.4556183815002441,False,,,
CRSP,EXAS,4.979976654052734,0.9042490720748901,True,13.25007779654673,100.0,21.0
AMGN,RARE,4.877948760986328,1.0947684049606323,False,,,
CRSP,SRPT,4.836663722991943,1.8716317415237427,False,,,
DRIO,DXCM,4.798296928405762,1.6348594427108765,False,,,
BNTX,ILMN,4.791140556335449,2.156733274459839,False,,,
RARE,XRAY,4.782528877258301,0.32360607385635376,False,,,
GILD,TMDX,4.775687217712402,4.15134859085083,False,,,
AMGN,XRAY,4.774807929992676,1.276443600654602,False,,,
DRIO,ILMN,4.739518642425537,1.600900411605835,True,19.352724963333955,100.0,18.0
MRNA,SDGR,4.736457824707031,1.197431206703186,False,,,
AZN,EXAS,4.707497596740723,1.4712111949920654,False,,,
BNTX,DXCM,4.69304084777832,2.2528066635131836,False,,,
EXAS,RGEN,4.67799711227417,0.9479357004165649,False,,,
SRPT,XRAY,4.55143928527832,1.306201696395874,False,,,
CRSP,MRNA,4.48543643951416,1.0865490436553955,False,,,
DXCM,SDGR,4.3930277824401855,1.378922462463379,False,,,
GILD,LLY,4.386589050292969,3.4967808723449707,False,,,
ILMN,SDGR,4.332355499267578,1.3398998975753784,False,,,
RGEN,SRPT,4.319892883300781,2.003373384475708,False,,,
AZN,MRNA,4.302310466766357,1.5325400829315186,False,,,
